,unit_name,furnish_status,num_rooms,num_bathroom,elec_power,location,longitude,latitude,size,room_type,property_type,building,tower,floor_num,room_facility,kitchen_facility,building_facility,clean_rating,location_rating,satisfaction_rating,checkin/out_rating,economic_rating,staff_rating,total_rating,monthly_price
31,Nice and Elegant Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,Osaka,2.0,"Custom Bed (150x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Stand Hanger,Bed Config :,1 Custom Bed (150x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Induction Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2513871.0
32,Simply Studio (No Kitchen) 7th Floor Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.678564,-6.057847,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,7.0,"Queen Bed (160x200),Air Conditioner,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Building,Dining Chair,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Kitchen Scissor,Stand Hanger,Microwave,Bed Config :,1 Queen Bed (160x200)","Toilet Bowl,Shower,Dustbin,Exhaust Fan","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2517052.0
33,Cozy and Comfy Studio at Amethyst Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Rajawali Selatan 2 No.11, RW.2, Gn. Sahari Utara, Sawah Besar, Jakarta Pusat, DKI Jakarta, 10720",106.838775,-6.144852,29.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Amethyst,South,22.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Dining Chair,TV Cabinet,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Water Dispenser,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2770000.0
34,Compact Studio (No Kitchen) at Osaka Riverview Apartment PIK 2 By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,A,22.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Mirror,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Electric Kettle,Dustbin,Tablespoon,Chair,Microwave,Bed Config :,1 Queen Bed (160x200)","Toilet Bowl,Shower,Dustbin,Exhaust Fan","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",4.8,4.8,4.8,4.8,4.8,4.8,4.8,2526932.0
35,Homey and Minimalist Studio Apartment Osaka Riverview PIK 2 By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67856305837631,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,A,2.0,"Custom Bed (150x200),Wardrobe,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Bed Config :,1 Custom Bed (150x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2558575.0
36,Cozy and Simply Studio Room at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,Asahikawa,17.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Chair,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Mini Bar,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Induction Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2526932.0
37,Restful and Tidy Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,27.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Chair,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Mini Bar,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2926932.0
38,Warm and Homey Studio Room Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,Asahikawa,18.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Side Table,Sofa,Bed Config :,1 Queen Bed (160x200)","Induction Stove (1 Furnace),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2537570.0
39,Relaxing Studio at 18th Floor Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.6785603761673,-6.057854309284673,14.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,18.0,,,"24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2537570.0
40,Simply Look Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.678564,-6.057847,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,Asahikawa,16.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Induction Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2542142.0
41,Minimalist Studio at 20th Floor Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.6785603761673,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,20.0,"Single Bed (100x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,TV Cabinet,Chair,Bed Config :,1 Single Bed (100x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2542142.0
42,Nice Designed Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.6785603761673,-6.0578449739756275,14.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,AK,19.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2545495.0
43,Simply Furnished Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67856305837631,-6.0578449739756275,14.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,23.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Chair,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2555070.0
44,Homey Studio (No Kitchen) Osaka Riverview PIK 2 Apartment by Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,22.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Mini Bar,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Kitchen Scissor,Microwave,Bed Config :,1 Queen Bed (160x200)","Toilet Bowl,Shower,Dustbin,Exhaust Fan","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",,,,,,,,2559642.0
45,Tidy and Comfy Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.6785603761673,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,A,12.0,"Queen Bed (160x200),Mattress Protector 150x200,Wardrobe,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Building,Dining Chair,Dining Table,Bed Config :,1 Queen Bed (160x200)","Induction Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Induction Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2559642.0
46,Simply Look and Cozy Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.6785603761673,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,ASAHIKAWA,27.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Building,Mirror,Side Table,Dining Chair,Dining Table,TV Cabinet,Bed Config :,1 Queen Bed (160x200)","Induction Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Induction Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor,Microwave","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2612381.0
47,Nice Designed Studio at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,Beppu,31.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Set Top Box + Remote + Antenna,Bed Config :,1 Queen Bed (160x200)","Induction Stove (1 Furnace),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,2670000.0
48,Simply Studio at 19th Floor Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.69224500656128,-6.0424281578319485,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tokyo Riverside PIK 2,BEPPU,19.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Mirror,Vanity Desk,Dining Chair,Dining Table,Bed Config :,1 Queen Bed (160x200)","Induction Stove (1 Furnace),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Induction Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,Jogging Track,Playground,Supermarket,Swimming Pool",,,,,,,,3010000.0
49,New and Minimalist Studio at Osaka Riverview PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Salembaran Jati, Kosambi, Kab Tangerang, Banten, 15214",106.67855501174927,-6.0578449739756275,14.16,Seluruh Rumah / Apartemen,Apartemen,Apartemen Osaka Riverview PIK 2,Asahikawa,31.0,"Queen Bed (160x200),Mattress Protector 150x200,Air Conditioner,Blackout Curtain,TV 32"",Pillow,Hanger,Panel AC Central,Remote TV,Antena Building,TV Cabinet,Stand Hanger,Bed Config :,1 Queen Bed (160x200)","Induction Stove (1 Furnace),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV Public Area,Fitness Center,Playground,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2720000.0
50,Luxurious and Cozy Studio Room at Tokyo Riverside PIK 2 Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Lemo, Kabupaten Tangerang, Banten, Indonesia",106.692587,-6.0420121,21.0,Seluruh Rumah / Apartemen,Apartemen,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2720000.0
51,East Park Studio Apartment with Twin Beds By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. Perumahan Jatinegara Indah, RT.13/RW.12, Jatinegara, Cakung, Jakarta Timur, DKI Jakarta, 13930",106.92538261413574,-6.203711984241769,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen East Park,AA,6.0,"Mops,Wiper,Portable,Access Card,Free Parking","Dustbin,Tissue Holder,Shower,Toilet Brush,Toilet Bowl,Toiletries","24-Hour Security,ATM On Site,CCTV In Public Area,Elevator,Laundry (Charge),Supermarket,Swimming Pool",4.8,4.8,4.8,4.8,4.8,4.8,4.8,2972000.0
52,Modern Studio Apartment at City Park By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Kapuk Cengkareng, RT.7/RW.14, Kapuk, Cengkareng, Jakarta Barat, DKI Jakarta, 11730",106.73543125391006,-6.130767463947848,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen City Park,B,10.0,"Dustbin,Queen Bed (160x200),Pillow,Wardrobe,Hanger,Mirror,Curtain,Air Conditioner,TV,Sofa Bed,Sofa Pillow,Table,Chair,Clock,Bed Config :,1 Queen (160x200)","Dustbin,Mirror,Shower,Bathroom Sink,Toilet Brush,Toilet Bowl,Toilet Plunger,Toiletries","24-Hour Security,Access Card,CCTV In Public Area,Elevator,Laundry (Charge)",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3096288.0
53,Minimalist and Comfort Studio at Green Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Raya Daan Mogot No.Km.14, RW.5, Duri Kosambi, Cengkareng, Jakarta Barat, DKI Jakarta, 11750",106.719291,-6.155526,20.25,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Park View,E,8.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Building,Bed Config :,1 Queen Bed (160x200)","Gas Stove (Not Portable),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2880466.0
54,Comfort Studio at Gading Icon Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan, No.Kav. 99, RT.1/RW.11, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13260",106.90440237522125,-6.180896900792222,20.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Icon,2A,6.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,TV 32"",Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Dining Chair,Dining Table,TV Cabinet,Extension Cable,Bed Config :,1 Queen Bed (160x200)","Gas Stove (2 Furnace),Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Kettle (Siul),Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","ATM On Site,Access Card,CCTV In Public Area,Elevator,Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2900938.0
55,Cozy Studio at Way Seputih Residence near Central Park By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Way Seputih V No.2, RT.3/RW.1, Tj. Duren Sel., Grogol Petamburan, Jakarta Barat, DKI Jakarta, 11470",106.788532,-6.181856,16.0,Kamar Pribadi,Apartemen,Guest House Way Seputih,-,4.0,"Dustbin,Shower,Bathroom Sink,Toilet Brush,Toilet Bowl,Toiletries,Toilet Tissue Holder,Towel","Queen Bed (160x200),Pillow,Wardrobe,Hanger,Air Conditioner,TV,Blanket,Bed Config :,1 Queen (160x200)",,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2995000.0
56,Modern and Comfortable Studio at 10th Floor Green Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Raya Daan Mogot No.Km.14, RW.5, Duri Kosambi, Cengkareng, Jakarta Barat, DKI Jakarta, 11750",106.719291,-6.155526,24.75,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Park View,E,10.0,"King Bed (180x200),Mattress Protector 150x200,Wardrobe,Air Conditioner,Smart TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Vanity Desk,Dining Chair,Dining Table,TV Cabinet,Puff Chair,Bed Config :,1 King Bed (180x200)","Gas Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",,,,,,,,2870000.0
57,2BR with Comfortable Design at Gading Icon Apartment By Travelio - Jakarta,Full Furnished,2,1.0,1300.0,"Jl. Perintis Kemerdekaan, No.Kav. 99, RT.1/RW.11, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13260",106.90440237522125,-6.180896900792222,30.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Icon,Rosewood-2A,3.0,"Queen Bed (160x200),Pillow,Mirror,Wardrobe,Air Conditioner,Curtain,Hanger,Vanity Desk,AC Remote,Chair,Bed Config :,1 Queen Bed (160x200)","Single Bed (100x200),Pillow,Fan,Bed Config :,1 Single Bed (100x200)","ATM On Site,Access Card,CCTV In Public Area,Elevator,Playground,Restaurant,Supermarket,Swimming Pool",,,,,,,,2965000.0
58,Homey and Cozy Living Studio Room at Tifolia Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan No.23, RW.16, Kayu Putih, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13210",106.89268112182617,-6.175350308134791,21.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Tifolia,1,12.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Digital Channel TV,Dining Chair,Dining Table,TV Cabinet,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Kitchen Cabinet,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup,Kitchen Scissor","24-Hour Security,CCTV In Public Area,Elevator,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,3160900.0
59,Minimalist and Comfort Studio at Gading Icon Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Perintis Kemerdekaan, No.Kav. 99, RT.1/RW.11, Pulo Gadung, Jakarta Timur, DKI Jakarta, 13260",106.90440237522125,-6.180896900792222,22.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Gading Icon,Rosewood (IIA),17.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Vanity Desk,Dining Chair,TV Cabinet,Refrigerator,Rice Cooker,Fork,Plate,Mug,Bowl,Electric Kettle,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Kitchen Scissor,Microwave,Bed Config :,1 Queen Bed (160x200)","Toilet Bowl,Shower,Exhaust Fan,Water Heater","ATM On Site,Access Card,CCTV In Public Area,Elevator,Playground,Restaurant,Supermarket,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2991600.0
60,Comfortable Studio Green Park View Apartment By Travelio - Jakarta,Full Furnished,1,1.0,1300.0,"Jl. Raya Daan Mogot No.Km.14, RW.5, Duri Kosambi, Cengkareng, Jakarta Barat, DKI Jakarta, 11750",106.719291,-6.155526,24.0,Seluruh Rumah / Apartemen,Apartemen,Apartemen Green Park View,G,7.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,TV,Pillow,Hanger,AC Remote,Remote TV,Antena Indoor,Mirror,Fixline,Bed Config :,1 Queen Bed (160x200)","Electric Stove,Refrigerator,Rice Cooker,Glass Wiper,Fork,Plate,Mug,Bowl,Dustbin,Tablespoon,Chopping Board,Cooking Knife,Frying Pan,Sauce Pan,Spatula,Ladle Soup","24-Hour Security,ATM On Site,Access Card,CCTV In Public Area,Elevator,Laundry (Charge),Restaurant,Supermarket,Swimming Pool",4.9,4.9,4.9,4.9,4.9,4.9,4.9,3231937.0
61,Elegant ant Homey 1BR Apartment at Vittoria Residence By Travelio - Jakarta,Full Furnished,1,1.0,2200.0,"Jl. Raya Daan Mogot No.Km. 13.8, RW.3, Cengkareng Tim., Cengkareng, Jakarta Barat, DKI Jakarta, 11730",106.73606425523758,-6.15721681158754,28.72,Seluruh Rumah / Apartemen,Apartemen,Apartemen Vittoria Residence,A,9.0,"Queen Bed (160x200),Wardrobe,Air Conditioner,Curtain,Pillow,Hanger,AC Remote,Bed Config :,1 Queen Bed (160x200)","Sofa,Smart TV,Air Conditioner,AC Remote,Remote TV,Dining Chair,Dining Table,Coffee Table,TV Cabinet,Set Top Box + Remote + Antenna","24-Hour Security,Access Card,CCTV Public Area,Fitness Center,Swimming Pool",5.0,5.0,5.0,5.0,5.0,5.0,5.0,2970000.0
